step,samples_seen,p_grid_relative_l2,p_area_relative_l2,p_rmse,p_relative_linf,latent_relative_l2,outer_dirichlet_max_abs,inner_flux_relative_l2,elapsed_seconds
83000,53120000,0.0669272243976593,0.07996758818626404,0.0031742423307150602,0.046753380447626114,0.12251090258359909,0.0,0.17871659994125366,59205.66513513215
84000,53760000,0.0593976192176342,0.0819796547293663,0.0028171262238174677,0.03908669203519821,0.15255679190158844,0.0,0.17899274826049805,59918.11475123465
85000,54400000,0.045159004628658295,0.05822843313217163,0.002141813514754176,0.027430478483438492,0.12188068777322769,0.0,0.16883981227874756,60629.93419961259
86000,55040000,0.07819702476263046,0.09039569646120071,0.003708749543875456,0.07364997267723083,0.17049342393875122,0.0,0.16390077769756317,61341.63516754471
87000,55680000,0.06254491955041885,0.07852976024150848,0.0029663974419236183,0.0500914603471756,0.13063140213489532,0.0,0.17390969395637512,62053.66804272495
88000,56320000,0.04497744143009186,0.05478870868682861,0.0021332022733986378,0.03356475755572319,0.10293556749820709,0.0,0.1794244349002838,62765.846078432165
89000,56960000,0.03495045006275177,0.04514732211828232,0.0016576393973082304,0.029315179213881493,0.09746899455785751,0.0,0.17526748776435852,63477.42134150397
90000,57600000,0.047935545444488525,0.0646427720785141,0.0022734999656677246,0.03223176673054695,0.1124749705195427,0.0,0.17537228763103485,64189.05749320425
91000,58240000,0.10223684459924698,0.1225132867693901,0.004848916549235582,0.06764746457338333,0.15054751932621002,0.0,0.173569455742836,64901.08506295737
92000,58880000,0.058874234557151794,0.07132858037948608,0.002792303217574954,0.03334296867251396,0.12386225908994675,0.0,0.17642688751220703,65613.75487997755
93000,59520000,0.03353819251060486,0.04243049770593643,0.0015906584449112415,0.024089407175779343,0.08216696977615356,0.0,0.17348088324069977,66325.25932788942
94000,60160000,0.04106343165040016,0.04807908460497856,0.001947567448951304,0.029438097029924393,0.08785729855298996,0.0,0.1753944605588913,67036.53425701708
95000,60800000,0.056161534041166306,0.07760415226221085,0.0026636444963514805,0.04703205078840256,0.16156016290187836,0.0,0.17802904546260834,67748.14296238776
96000,61440000,0.04473632574081421,0.058831702917814255,0.0021217663306742907,0.03703085333108902,0.12902556359767914,0.0,0.17767015099525452,68459.95175044425
97000,62080000,0.04835939034819603,0.05880407616496086,0.0022936020977795124,0.03262731060385704,0.09667019546031952,0.0,0.17378319799900055,69170.4064760236
98000,62720000,0.0486891083419323,0.0615571103990078,0.0023092401679605246,0.038666971027851105,0.12025655806064606,0.0,0.17473167181015015,69881.36397111043
99000,63360000,0.042150527238845825,0.04855808988213539,0.001999126747250557,0.026685576885938644,0.08368241041898727,0.0,0.17421430349349976,70591.69322313089
100000,64000000,0.08700840920209885,0.09947924315929413,0.004126658197492361,0.06798066943883896,0.1458146870136261,0.0,0.16989216208457947,71302.3724332694
101000,64640000,0.05207416042685509,0.062408920377492905,0.002469787374138832,0.03537615388631821,0.09783590584993362,0.0,0.17817068099975586,72014.17021074612
102000,65280000,0.04930698499083519,0.05808460712432861,0.002338545164093375,0.037233784794807434,0.11596808582544327,0.0,0.16572940349578857,72725.22237510048
103000,65920000,0.033669743686914444,0.04181572049856186,0.001596897724084556,0.025270123034715652,0.09077723324298859,0.0,0.17781637609004974,73435.27157456987
104000,66560000,0.0707070380449295,0.08248346298933029,0.00335351238027215,0.05639681592583656,0.12329096347093582,0.0,0.18147936463356018,74145.76359932031
105000,67200000,0.047208789736032486,0.0603492446243763,0.0022390312515199184,0.036076802760362625,0.10662520676851273,0.0,0.1717291623353958,74857.60134107992
106000,67840000,0.06817743927240372,0.07912386208772659,0.0032335377763956785,0.04250059649348259,0.12377119809389114,0.0,0.1766890287399292,75569.60763515905
107000,68480000,0.045999858528375626,0.056123070418834686,0.002181693911552429,0.03316149115562439,0.1150345429778099,0.0,0.1733333021402359,76280.78032080736
108000,69120000,0.08881425857543945,0.11124788969755173,0.004212306346744299,0.057884640991687775,0.16921170055866241,0.0,0.15845957398414612,76993.08103163633
109000,69760000,0.03407533839344978,0.04343250021338463,0.0016161344246938825,0.024623198434710503,0.07580406963825226,0.0,0.16925053298473358,77704.40416515339
110000,70400000,0.03871674835681915,0.04497683048248291,0.001836268464103341,0.026668472215533257,0.08665445446968079,0.0,0.17469751834869385,78416.57186373044
111000,71040000,0.04850633442401886,0.05702759325504303,0.0023005716502666473,0.035974182188510895,0.0859481692314148,0.0,0.16793137788772583,79127.28860142455
112000,71680000,0.0876927524805069,0.10158251971006393,0.004159115720540285,0.06316850334405899,0.16942285001277924,0.0,0.1731286197900772,79840.6714286143
113000,72320000,0.02864374779164791,0.03706010803580284,0.0013585233828052878,0.0204655509442091,0.0835447907447815,0.0,0.17093807458877563,80554.52303368412
114000,72960000,0.05522675812244415,0.06321431696414948,0.0026193095836788416,0.03456335514783859,0.10764861851930618,0.0,0.1714787781238556,81266.66612925753
115000,73600000,0.03147949278354645,0.03715177997946739,0.001493017771281302,0.029399387538433075,0.07344737648963928,0.0,0.16948767006397247,81978.7433842523
116000,74240000,0.042691390961408615,0.049894340336322784,0.002024778863415122,0.029013749212026596,0.09367580711841583,0.0,0.17126424610614777,82689.819295845
117000,74880000,0.03974328562617302,0.052117884159088135,0.0018849553307518363,0.024205150082707405,0.09345544129610062,0.0,0.16732601821422577,83401.61147748027
118000,75520000,0.028385426849126816,0.03563385084271431,0.0013462716015055776,0.020829452201724052,0.0749155804514885,0.0,0.16955870389938354,84113.2600669954
119000,76160000,0.045827653259038925,0.05529213696718216,0.0021735262125730515,0.030539026483893394,0.08483252674341202,0.0,0.17122158408164978,84825.61999357492
120000,76800000,0.039644598960876465,0.05180102959275246,0.0018802747363224626,0.030125340446829796,0.10069040954113007,0.0,0.1723901331424713,85537.12332291249
121000,77440000,0.044459763914346695,0.0523512102663517,0.00210864981636405,0.030712172389030457,0.082406185567379,0.0,0.17554397881031036,86250.82057767734
122000,78080000,0.0565125048160553,0.06830703467130661,0.0026802902575582266,0.03834107518196106,0.1017853245139122,0.0,0.1689857393503189,86963.01378517039
123000,78720000,0.05597320944070816,0.06345605850219727,0.002654712414368987,0.042004525661468506,0.09660141915082932,0.0,0.17518334090709686,87674.4952605823
124000,79360000,0.02052840031683445,0.02598446048796177,0.0009736265637911856,0.016278428956866264,0.06549600511789322,0.0,0.17350737750530243,88386.8507448202
125000,80000000,0.04163039103150368,0.05295511707663536,0.001974457409232855,0.02682051807641983,0.09174537658691406,0.0,0.17403793334960938,89099.49048095103
126000,80640000,0.018796591088175774,0.02364683896303177,0.0008914898498915136,0.0165057722479105,0.07163576781749725,0.0,0.16778120398521423,89810.93957515154
127000,81280000,0.022550197318196297,0.026861531659960747,0.0010695168748497963,0.01618165709078312,0.0737830251455307,0.0,0.1745191067457199,90524.77932622656
128000,81920000,0.07858466356992722,0.09055662900209427,0.0037271345499902964,0.052083343267440796,0.1408054083585739,0.0,0.17261461913585663,91234.55767007638
129000,82560000,0.06308247894048691,0.07010474056005478,0.0029918928630650043,0.046440593898296356,0.10737035423517227,0.0,0.17197243869304657,91946.18338471465
130000,83200000,0.036845751106739044,0.04195324331521988,0.001747530186548829,0.029014937579631805,0.08284515142440796,0.0,0.1712293028831482,92657.25896910857
131000,83840000,0.03228698670864105,0.03676512464880943,0.0015313158510252833,0.02950647473335266,0.07226019352674484,0.0,0.1739455759525299,93370.26345387753
132000,84480000,0.02536727301776409,0.03226856142282486,0.0012031258083879948,0.016593635082244873,0.07794872671365738,0.0,0.17700375616550446,94082.16558890045
133000,85120000,0.028391433879733086,0.03485598415136337,0.00134655658621341,0.02087506465613842,0.07860054075717926,0.0,0.16751572489738464,94792.60008146893
134000,85760000,0.03415260463953018,0.0423847958445549,0.0016197989461943507,0.024258818477392197,0.09019804000854492,0.0,0.17200320959091187,95505.32574593928
135000,86400000,0.03815450891852379,0.04707413166761398,0.0018096022540703416,0.030677858740091324,0.11301527172327042,0.0,0.16852247714996338,96216.42538088653
136000,87040000,0.031940244138240814,0.037716735154390335,0.0015148705570027232,0.031070785596966743,0.07940112054347992,0.0,0.16448210179805756,96929.61772075761
137000,87680000,0.04196176677942276,0.05326477810740471,0.0019901739433407784,0.024443235248327255,0.08549892902374268,0.0,0.17342153191566467,97642.1227593096
138000,88320000,0.031243199482560158,0.0383467823266983,0.0014818109339103103,0.019123166799545288,0.08157705515623093,0.0,0.17843246459960938,98354.79977045022
139000,88960000,0.03382059559226036,0.03762202709913254,0.001604052260518074,0.02407768741250038,0.08103563636541367,0.0,0.17226430773735046,99067.23153934255
140000,89600000,0.02381640300154686,0.03261502459645271,0.001129570766352117,0.018413200974464417,0.07681576162576675,0.0,0.17330311238765717,99777.0593130095
141000,90240000,0.020500894635915756,0.026014138013124466,0.0009723219554871321,0.01820221170783043,0.07150232046842575,0.0,0.1758638471364975,100489.7740540402
142000,90880000,0.03361756354570389,0.04016606882214546,0.0015944228507578373,0.030907949432730675,0.07261063158512115,0.0,0.17789115011692047,101200.65531568043
143000,91520000,0.04725199565291405,0.051314253360033035,0.002241080394014716,0.04218174144625664,0.08542050421237946,0.0,0.1769232302904129,101912.56505168416
144000,92160000,0.04816819727420807,0.05884742736816406,0.002284534042701125,0.03596534952521324,0.09844763576984406,0.0,0.17650355398654938,102624.71212183312
145000,92800000,0.04858275130391121,0.05677339434623718,0.0023041958920657635,0.02776016853749752,0.08759630471467972,0.0,0.17695622146129608,103335.74748050515
146000,93440000,0.033602871000766754,0.03726186975836754,0.001593726105056703,0.0261793565005064,0.08322837948799133,0.0,0.17491942644119263,104047.47094869707
147000,94080000,0.037741851061582565,0.045163702219724655,0.001790030742995441,0.02101856842637062,0.07494322210550308,0.0,0.17663487792015076,104757.88328175619
148000,94720000,0.04669678583741188,0.05489400401711464,0.002214747713878751,0.035654790699481964,0.10365436971187592,0.0,0.1697070449590683,105471.74703324493
149000,95360000,0.03319285437464714,0.04530983790755272,0.0015742797404527664,0.02265000343322754,0.10630813241004944,0.0,0.1711788773536682,106185.5673113633
150000,96000000,0.0461302176117897,0.05279092490673065,0.002187876496464014,0.03410987928509712,0.084314726293087,0.0,0.17746606469154358,106897.40409217589
151000,96640000,0.04453910142183304,0.05472560599446297,0.00211241259239614,0.02905641496181488,0.10344240814447403,0.0,0.17165587842464447,107609.04823073372
152000,97280000,0.04303177073597908,0.04989922419190407,0.0020409226417541504,0.03334915265440941,0.08537393063306808,0.0,0.1723840832710266,108319.12517774291
153000,97920000,0.021469755098223686,0.026674283668398857,0.001018273294903338,0.01721697673201561,0.06833348423242569,0.0,0.1711537390947342,109030.72157960292
154000,98560000,0.026807989925146103,0.03100796975195408,0.001271456596441567,0.028981851413846016,0.0875302255153656,0.0,0.17569255828857422,109744.12937121559
155000,99200000,0.0370456837117672,0.041790176182985306,0.0017570126801729202,0.03080793283879757,0.08433236926794052,0.0,0.17393696308135986,110456.78018573765
156000,99840000,0.036331795156002045,0.04016338661313057,0.001723154098726809,0.029872803017497063,0.08432269841432571,0.0,0.17652468383312225,111170.02311880607
157000,100480000,0.027845434844493866,0.0335984081029892,0.0013206606963649392,0.019733047112822533,0.0765538290143013,0.0,0.17339162528514862,111882.44626520574
158000,101120000,0.039207033812999725,0.04703616350889206,0.0018595218425616622,0.030801163986325264,0.0977550745010376,0.0,0.1748279184103012,112595.13294569217
159000,101760000,0.032351136207580566,0.038965702056884766,0.001534358598291874,0.023069722577929497,0.08255097270011902,0.0,0.17315873503684998,113307.07877569087
160000,102400000,0.04576839506626129,0.05249183997511864,0.0021707157138735056,0.03871704638004303,0.08489436656236649,0.0,0.17759299278259277,114018.73945730273
161000,103040000,0.02529027685523033,0.031313054263591766,0.0011994739761576056,0.018987545743584633,0.08869479596614838,0.0,0.1745196133852005,114730.91748206038
162000,103680000,0.05132333189249039,0.0642915815114975,0.0024341768585145473,0.029158031567931175,0.10159721970558167,0.0,0.1770288348197937,115442.82210447546
163000,104320000,0.028403738513588905,0.03141387552022934,0.0013471401762217283,0.024885641410946846,0.06758113205432892,0.0,0.17100848257541656,116154.77057439554
164000,104960000,0.018748145550489426,0.022139042615890503,0.0008891921606846154,0.016759173944592476,0.05736880749464035,0.0,0.17284734547138214,116867.15886642598
165000,105600000,0.03225628286600113,0.03914475813508034,0.0015298596117645502,0.023131776601076126,0.07979032397270203,0.0,0.17454545199871063,117577.57886908762
166000,106240000,0.028528161346912384,0.03599919006228447,0.0013530413853004575,0.02060702256858349,0.07273118197917938,0.0,0.17822900414466858,118288.71328296512
167000,106880000,0.046243052929639816,0.05475447326898575,0.0021932281088083982,0.0311998650431633,0.09428964555263519,0.0,0.17747937142848969,119000.95358057786
168000,107520000,0.03526050224900246,0.04210556298494339,0.0016723446315154433,0.02289765328168869,0.08568862080574036,0.0,0.17222052812576294,119713.04129475076
169000,108160000,0.036351341754198074,0.04208802431821823,0.001724081113934517,0.02496703714132309,0.07879266142845154,0.0,0.17920581996440887,120425.92880963068
170000,108800000,0.025491876527667046,0.030528798699378967,0.0012090356322005391,0.01740448735654354,0.07379523664712906,0.0,0.1735665649175644,121137.63378669322
171000,109440000,0.0338858962059021,0.03846116364002228,0.0016071493737399578,0.02338036522269249,0.07341578602790833,0.0,0.17668235301971436,121848.74690013286
172000,110080000,0.031038468703627586,0.035391516983509064,0.0014721008483320475,0.022739140316843987,0.071595199406147,0.0,0.17587152123451233,122561.24611323792
173000,110720000,0.019761085510253906,0.024482451379299164,0.0009372341446578503,0.015875186771154404,0.06048709154129028,0.0,0.1737907975912094,123272.53972760774
174000,111360000,0.03956889361143112,0.042906757444143295,0.0018766841385513544,0.028907397761940956,0.08472792059183121,0.0,0.17224308848381042,123984.74321936443
175000,112000000,0.04335734620690346,0.05209296569228172,0.0020563637372106314,0.031470999121665955,0.08764395862817764,0.0,0.16812066733837128,124695.87322305609
176000,112640000,0.0399169921875,0.044095348566770554,0.0018931938102468848,0.03375682979822159,0.0837305411696434,0.0,0.17839078605175018,125407.57670798991
177000,113280000,0.02139362320303917,0.02625119313597679,0.0010146625572815537,0.017169401049613953,0.06775499880313873,0.0,0.17792394757270813,126118.9939817451
178000,113920000,0.01656852290034294,0.021887589246034622,0.0007858164026401937,0.013784771785140038,0.0648869127035141,0.0,0.1725577712059021,126831.05157402437
179000,114560000,0.028621481731534004,0.031762152910232544,0.0013574673794209957,0.02044498547911644,0.07689796388149261,0.0,0.17814894020557404,127543.78213992435
180000,115200000,0.029618408530950546,0.03433419391512871,0.0014047499280422926,0.02477407641708851,0.08029572665691376,0.0,0.1725115031003952,128256.68238712661
181000,115840000,0.026269223541021347,0.02887852117419243,0.0012459037825465202,0.022364163771271706,0.06170260161161423,0.0,0.1764972060918808,128969.30106608942
182000,116480000,0.029167963191866875,0.03284602239727974,0.0013833859702572227,0.02547483518719673,0.06687673181295395,0.0,0.1771295815706253,129681.04414665606
183000,117120000,0.01699487306177616,0.021554794162511826,0.0008060374530032277,0.012042324990034103,0.06517260521650314,0.0,0.17567957937717438,130392.35785921663
184000,117760000,0.02598385140299797,0.030309466645121574,0.0012323691044002771,0.02465333417057991,0.0719611868262291,0.0,0.17739638686180115,131103.99302053265
185000,118400000,0.053486570715904236,0.06005403771996498,0.0025367755442857742,0.039238642901182175,0.08788856863975525,0.0,0.17414242029190063,131815.1004936481
186000,119040000,0.038541655987501144,0.04173911362886429,0.0018279640935361385,0.027047883719205856,0.08741985261440277,0.0,0.17332343757152557,132526.90993924346
187000,119680000,0.025951974093914032,0.029463112354278564,0.0012308572186157107,0.024770552292466164,0.06923047453165054,0.0,0.1774713695049286,133239.50709694624
