step,samples_seen,train_latent_mse,eval_latent_mse,eval_latent_relative_l2,eval_physical_relative_l2,elapsed_seconds
79500,50880000,4.0024431655183434e-05,3.787191599258222e-05,0.026514176279306412,0.016222607344388962,56715.38468604535
80000,51200000,0.00010758503776742145,0.00010555007611401379,0.04175087437033653,0.027305584400892258,57070.90251453407
80500,51520000,3.579594340408221e-05,3.269315493525937e-05,0.02727499231696129,0.017169367522001266,57427.114286144264
81000,51840000,0.000340726604918018,0.0001456796017009765,0.05316447094082832,0.03412298858165741,57782.50898234453
81500,52160000,5.17948174092453e-05,9.887542546493933e-05,0.03783748671412468,0.021778738126158714,58138.9544903785
82000,52480000,5.0484628445701674e-05,6.795585068175569e-05,0.0397224947810173,0.030725914984941483,58494.253043479286
82500,52800000,4.697954500443302e-05,6.447236228268594e-05,0.03815571963787079,0.027145400643348694,58850.20529859234
83000,53120000,4.4522457756102085e-05,3.684613693621941e-05,0.030298488214612007,0.0210014209151268,59205.337142105214
83500,53440000,3.680591908050701e-05,2.9972086849738844e-05,0.02402631752192974,0.015574077144265175,59562.07429917157
84000,53760000,5.551606955123134e-05,5.1182079914724454e-05,0.034253351390361786,0.023501062765717506,59917.78450511489
84500,54080000,4.622753112926148e-05,4.587387593346648e-05,0.03305726498365402,0.023222599178552628,60274.46169620659
85000,54400000,3.784904765780084e-05,3.890021616825834e-05,0.03084343485534191,0.02333560399711132,60629.60339267831
85500,54720000,3.339766408316791e-05,3.5299628507345915e-05,0.021902529522776604,0.0116836316883564,60985.639729034156
86000,55040000,0.00016323913587257266,9.7015465144068e-05,0.0472370907664299,0.03387390822172165,61341.30421307776
86500,55360000,6.321272667264566e-05,7.21848919056356e-05,0.028830688446760178,0.01840083673596382,61697.56092083361
87000,55680000,3.398361150175333e-05,2.0660445443354547e-05,0.024579573422670364,0.01668008230626583,62053.34102703072
87500,56000000,7.350883970502764e-05,0.00012471270747482777,0.039383415132761,0.026257038116455078,62409.7000469584
88000,56320000,7.118545909179375e-05,2.1098738216096535e-05,0.022451328113675117,0.015248053707182407,62765.519728583284
88500,56640000,3.5867837141267955e-05,3.133152495138347e-05,0.023298315703868866,0.01454531867057085,63121.76633063704
89000,56960000,4.048254413646646e-05,4.401977639645338e-05,0.030798811465501785,0.02042580023407936,63477.09070219472
89500,57280000,0.00012676769983954728,0.000225501338718459,0.06385806947946548,0.04731849208474159,63833.11599394493
90000,57600000,4.132313551963307e-05,3.16902733175084e-05,0.02315858192741871,0.012122505344450474,64188.72280662041
90500,57920000,3.803849540418014e-05,2.7995327400276437e-05,0.023559395223855972,0.016011644154787064,64545.70172035694
91000,58240000,3.6464673030423e-05,4.0145292587112635e-05,0.02980000711977482,0.023673228919506073,64900.75057577249
91500,58560000,3.280201417510398e-05,4.99278939969372e-05,0.029235336929559708,0.020157217979431152,65257.83940401301
92000,58880000,2.810038859024644e-05,1.5670619177399203e-05,0.018235035240650177,0.011778688058257103,65613.42014378775
92500,59200000,3.9971957448869944e-05,2.3682090613874607e-05,0.023341424763202667,0.014869642443954945,65969.70917841885
93000,59520000,2.4693346858839504e-05,1.4219258446246386e-05,0.01781684160232544,0.01116931438446045,66324.92524051666
93500,59840000,5.3832551202503964e-05,2.953828516183421e-05,0.026107557117938995,0.017671478912234306,66680.68100289721
94000,60160000,3.61692946171388e-05,1.0961190128000453e-05,0.016553929075598717,0.009491179138422012,67036.19562463276
94500,60480000,3.246130654588342e-05,4.052849908475764e-05,0.025493398308753967,0.015529070980846882,67391.7902017152
95000,60800000,7.570804882561788e-05,4.47248385171406e-05,0.03540783002972603,0.025688964873552322,67747.8107662145
95500,61120000,3.10523719235789e-05,4.9503956688567996e-05,0.03105323016643524,0.020792819559574127,68104.22961736191
96000,61440000,3.458877472439781e-05,2.7173435228178278e-05,0.02302117645740509,0.013303223997354507,68459.6182734603
96500,61760000,3.374735752004199e-05,2.253583079436794e-05,0.022891836240887642,0.012743182480335236,68815.73249322921
97000,62080000,3.639574788394384e-05,3.190571442246437e-05,0.023909535259008408,0.01537688635289669,69170.07392815687
97500,62400000,3.27101479342673e-05,2.25486874114722e-05,0.019500236958265305,0.013856407254934311,69526.21814154647
98000,62720000,3.8516209315275773e-05,5.235622666077688e-05,0.030346011742949486,0.020788103342056274,69881.03010864556
98500,63040000,3.977274536737241e-05,3.124913928331807e-05,0.027400679886341095,0.018720116466283798,70237.24322713166
99000,63360000,2.9133158022887073e-05,3.094693965977058e-05,0.02416587620973587,0.014840804040431976,70591.36517007928
99500,63680000,2.9102657208568417e-05,2.252692138426937e-05,0.02099156565964222,0.011919641867280006,70946.80360980425
100000,64000000,9.045576734934002e-05,4.137206997256726e-05,0.02957630529999733,0.020376425236463547,71302.03839460015
100500,64320000,3.097376975347288e-05,3.2475058105774224e-05,0.024468466639518738,0.016095396131277084,71658.75236248225
101000,64640000,6.535619468195364e-05,2.915563527494669e-05,0.027055099606513977,0.01914207451045513,72013.83468538057
101500,64960000,2.6294537747162394e-05,3.09189927065745e-05,0.02390814758837223,0.01596638932824135,72370.0117661627
102000,65280000,2.9572931453003548e-05,2.4750581360422075e-05,0.02135968580842018,0.012335347011685371,72724.8897479605
102500,65600000,3.484180706436746e-05,5.3145366109674796e-05,0.030743978917598724,0.020211318507790565,73079.851008825
103000,65920000,3.579456824809313e-05,2.8094287699786946e-05,0.02233646623790264,0.012274600565433502,73434.93835331034
103500,66240000,3.3162064937641844e-05,2.0859231881331652e-05,0.02097008191049099,0.0117442412301898,73790.52438088972
104000,66560000,3.228509012842551e-05,2.14012816286413e-05,0.021642930805683136,0.014355330727994442,74145.43413948175
104500,66880000,2.8098380425944924e-05,2.2153533791424707e-05,0.02213886007666588,0.016983412206172943,74501.35141413286
105000,67200000,3.160132473567501e-05,3.119510438409634e-05,0.02197541482746601,0.014468105509877205,74857.26726189349
105500,67520000,2.9193301088525914e-05,2.1323141481843777e-05,0.02515452727675438,0.016841737553477287,75213.40717701241
106000,67840000,3.858482523355633e-05,3.793171345023438e-05,0.02723168209195137,0.01632555201649666,75569.27637763973
106500,68160000,3.611221836763434e-05,4.9319889512844384e-05,0.02893117628991604,0.018018916249275208,75925.11134331394
107000,68480000,3.137873864034191e-05,3.733708945219405e-05,0.027554422616958618,0.015148676931858063,76280.44260726217
107500,68800000,2.6134875952266157e-05,4.33894747402519e-05,0.029807500541210175,0.01837606355547905,76636.93242882099
108000,69120000,8.138085104292259e-05,7.327086495934054e-05,0.03699030727148056,0.025519780814647675,76992.74540471286
108500,69440000,3.4532815334387124e-05,1.6632131519145332e-05,0.020243553444743156,0.011583969928324223,77348.41837827675
109000,69760000,2.7400843464420177e-05,3.9593469409737736e-05,0.025075536221265793,0.014705647714436054,77704.07119164616
109500,70080000,4.6517921873601153e-05,3.6721627111546695e-05,0.028419163078069687,0.01840822398662567,78060.6297172634
110000,70400000,2.9002509108977392e-05,2.5570272555341944e-05,0.0219062902033329,0.014736887067556381,78416.24429692794
110500,70720000,2.331674659217242e-05,2.4084612959995866e-05,0.021853089332580566,0.014764335006475449,78772.2704673754
111000,71040000,3.0393648557947017e-05,2.1099398509250022e-05,0.02142040617763996,0.01518962811678648,79126.95591307618
111500,71360000,3.106743679381907e-05,3.684929106384516e-05,0.025386985391378403,0.015012158080935478,79483.56858644262
112000,71680000,9.105054050451145e-05,0.0001003964789560996,0.0394812636077404,0.02733205072581768,79840.34394848812
112500,72000000,2.9199134587543085e-05,1.6297371985274367e-05,0.019276656210422516,0.011659469455480576,80197.71840225719
113000,72320000,2.362703344260808e-05,1.690226054051891e-05,0.01799042895436287,0.011851996183395386,80554.19183837995
113500,72640000,3.0584284104406834e-05,2.4090502847684547e-05,0.0235834289342165,0.015590855851769447,80910.64691662043
114000,72960000,2.476769805070944e-05,4.2519190174061805e-05,0.026066167280077934,0.01635952852666378,81266.33247687388
114500,73280000,2.720757584029343e-05,2.451130967529025e-05,0.021869633346796036,0.016278687864542007,81622.53588976618
115000,73600000,2.607541682664305e-05,3.0689046980114654e-05,0.023307720199227333,0.013574454933404922,81978.40576844756
115500,73920000,2.9784923754050396e-05,2.7788955776486546e-05,0.023715699091553688,0.016055013984441757,82334.28911968693
116000,74240000,3.0230430638766848e-05,2.0297458831919357e-05,0.02280285768210888,0.015986911952495575,82689.48597959708
116500,74560000,3.1722851417725906e-05,3.427568299230188e-05,0.026159070432186127,0.018456928431987762,83046.67182044871
117000,74880000,2.3236774723045528e-05,1.788972076610662e-05,0.020332947373390198,0.01372642070055008,83401.27563650254
117500,75200000,2.582903834991157e-05,1.9468898244667798e-05,0.01974148117005825,0.01396692730486393,83757.27935282793
118000,75520000,2.927314017142635e-05,2.1231368009466678e-05,0.019802480936050415,0.012892075814306736,84112.93067512289
118500,75840000,2.352850242459681e-05,2.17046126635978e-05,0.02052605152130127,0.012570538558065891,84469.71087987907
119000,76160000,2.754972956608981e-05,3.0466553653241135e-05,0.025885477662086487,0.017875803634524345,84825.29166865256
119500,76480000,2.4480108550051227e-05,1.6904283256735653e-05,0.018829012289643288,0.010991346091032028,85181.19566671364
120000,76800000,2.5804754841374233e-05,1.9998860807390884e-05,0.022688070312142372,0.014981289394199848,85536.79146935325
120500,77120000,2.1675876269000582e-05,1.7630554793868214e-05,0.01920509524643421,0.012357601895928383,85894.3567289114
121000,77440000,3.207870395272039e-05,2.5502218704787083e-05,0.022716594859957695,0.01680693030357361,86250.49055395089
121500,77760000,2.259490247524809e-05,3.895031113643199e-05,0.024616625159978867,0.015347657725214958,86607.18307834584
122000,78080000,5.2253064495744184e-05,1.4886740245856345e-05,0.018583355471491814,0.012943520210683346,86962.68616989255
122500,78400000,2.5589344659238122e-05,2.0862809833488427e-05,0.020976176485419273,0.01260327734053135,87318.56306651793
123000,78720000,3.0361017707036808e-05,3.1109237170312554e-05,0.022838447242975235,0.019308697432279587,87674.16334381048
123500,79040000,3.220996222808026e-05,2.177671376557555e-05,0.02162080630660057,0.014598431065678596,88030.53638753109
124000,79360000,2.3480208255932666e-05,2.1549389202846214e-05,0.021717645227909088,0.014429389499127865,88386.51638628263
124500,79680000,2.2549298591911793e-05,1.7118241885327734e-05,0.01892739161849022,0.010165726765990257,88743.37540217862
125000,80000000,2.8046419174643233e-05,1.4925088180461898e-05,0.01576957479119301,0.010326473973691463,89099.15970902331
125500,80320000,3.1615461921319366e-05,3.822449070867151e-05,0.028332587331533432,0.016909608617424965,89454.9868485434
126000,80640000,2.4860602934495546e-05,2.2384429030353203e-05,0.022783709689974785,0.01493201032280922,89810.60608425736
126500,80960000,3.169226329191588e-05,1.600960604264401e-05,0.017444754019379616,0.01049981638789177,90168.11557334941
